ano,id_area,id_centro,id_indicador,indicador,Valor_Indicador,pos_br,pos_sul,pos_rs,pos_pub_br,pos_pub_sul,pos_pub_rs,max_br,max_sul,max_rs,max_pub_br,max_pub_sul,max_pub_rs,media_br,media_sul,media_rs,media_pub_br,media_pub_sul,media_pub_rs,total_br,total_sul,total_rs,total_pub_br,total_pub_sul,total_pub_rs
2008,4004,10,9,Nota_Padronizada_Regime_Trabalho,5.0,87,20,7,67,16,4,5.0,5.0,5.0,5.0,5.0,5.0,2.68,3.05,3.41,3.68,3.95,5.0,580,120,46,111,26,4
2008,4004,10,10,Concluintes_Participantes,13.0,480,99,36,97,24,4,292.0,75.0,75.0,88.0,58.0,43.0,26.39,23.45,22.0,28.6,27.92,24.5,580,120,46,111,26,4
2008,4004,10,12,Num_Docentes,29.0,155,39,19,49,16,4,932.0,86.0,86.0,932.0,75.0,75.0,27.64,25.38,29.87,44.04,31.65,50.0,580,120,46,111,26,4
2008,5401,5,9,Nota_Padronizada_Regime_Trabalho,5.0,40,9,4,38,8,3,5.0,5.0,5.0,5.0,5.0,5.0,4.29,4.6,4.45,4.78,5.0,5.0,58,13,7,43,8,3
2008,5401,5,10,Concluintes_Participantes,40.0,22,4,2,21,4,2,141.0,141.0,141.0,141.0,141.0,141.0,39.4,38.46,39.14,45.33,54.12,73.33,58,13,7,43,8,3
2008,5401,5,12,Num_Docentes,20.0,46,9,5,38,7,3,262.0,262.0,262.0,262.0,262.0,262.0,46.38,51.38,62.29,53.05,65.5,103.67,58,13,7,43,8,3
2008,5710,10,9,Nota_Padronizada_Regime_Trabalho,5.0,52,12,4,49,12,4,5.0,5.0,5.0,5.0,5.0,5.0,3.22,4.02,4.09,4.35,4.38,5.0,159,32,11,68,17,4
2008,5710,10,10,Concluintes_Participantes,59.0,10,3,2,7,3,2,74.0,74.0,70.0,74.0,74.0,70.0,29.25,31.5,29.27,34.51,38.18,43.25,159,32,11,68,17,4
2008,5710,10,12,Num_Docentes,75.0,28,7,4,21,6,3,1038.0,164.0,164.0,1038.0,164.0,164.0,66.01,51.13,68.64,103.25,62.82,101.5,159,32,11,68,17,4
2008,5806,10,9,Nota_Padronizada_Regime_Trabalho,5.0,67,12,4,59,12,4,5.0,5.0,5.0,5.0,5.0,5.0,3.25,3.73,3.61,4.55,4.56,5.0,268,44,17,80,15,4
2008,5806,10,10,Concluintes_Participantes,31.0,91,13,4,45,8,2,92.0,69.0,60.0,69.0,69.0,60.0,27.3,25.82,24.59,32.98,34.27,32.75,268,44,17,80,15,4
2008,5806,10,12,Num_Docentes,75.0,52,5,2,30,5,2,1038.0,242.0,120.0,1038.0,242.0,120.0,57.27,44.52,41.88,89.05,73.07,62.25,268,44,17,80,15,4
2008,5902,10,9,Nota_Padronizada_Regime_Trabalho,5.0,32,9,3,31,9,3,5.0,5.0,5.0,5.0,5.0,5.0,3.63,4.01,3.99,4.54,5.0,5.0,88,23,12,41,9,3
2008,5902,10,10,Concluintes_Participantes,33.0,41,11,7,25,6,3,115.0,65.0,63.0,100.0,63.0,63.0,36.07,33.13,35.08,40.15,36.67,44.67,88,23,12,41,9,3
2008,5902,10,12,Num_Docentes,75.0,26,9,7,17,5,3,346.0,175.0,166.0,346.0,175.0,120.0,69.88,66.39,75.92,86.51,83.33,97.33,88,23,12,41,9,3
2008,6008,10,9,Nota_Padronizada_Regime_Trabalho,5.0,44,14,5,41,14,5,5.0,5.0,5.0,5.0,5.0,5.0,3.81,4.21,4.34,4.55,4.66,5.0,92,30,13,50,17,5
2008,6008,10,10,Concluintes_Participantes,22.0,55,17,8,38,14,5,80.0,62.0,62.0,80.0,62.0,62.0,27.08,25.43,24.46,32.1,31.0,33.6,92,30,13,50,17,5
2008,6008,10,12,Num_Docentes,75.0,20,3,3,15,2,2,932.0,101.0,101.0,932.0,100.0,100.0,61.67,46.73,59.62,79.78,50.65,68.0,92,30,13,50,17,5
2008,6405,3,9,Nota_Padronizada_Regime_Trabalho,5.0,28,6,2,27,6,2,5.0,5.0,5.0,5.0,5.0,5.0,4.16,3.84,4.17,4.55,4.67,5.0,50,16,6,37,8,2
2008,6405,3,10,Concluintes_Participantes,53.0,3,1,1,3,1,1,53.0,53.0,53.0,53.0,53.0,53.0,24.32,21.94,22.17,27.22,26.88,34.5,50,16,6,37,8,2
2008,6405,3,12,Num_Docentes,77.0,8,1,1,8,1,1,182.0,77.0,77.0,182.0,77.0,77.0,47.06,33.5,38.33,56.41,45.63,68.5,50,16,6,37,8,2
2008,6405,8,9,Nota_Padronizada_Regime_Trabalho,5.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,4.16,3.84,4.17,4.55,4.67,5.0,50,16,6,37,8,2
2008,6405,8,10,Concluintes_Participantes,0.0,,,,,,,53.0,53.0,53.0,53.0,53.0,53.0,24.32,21.94,22.17,27.22,26.88,34.5,50,16,6,37,8,2
2008,6405,8,12,Num_Docentes,24.0,,,,,,,182.0,77.0,77.0,182.0,77.0,77.0,47.06,33.5,38.33,56.41,45.63,68.5,50,16,6,37,8,2
2009,1,5,9,Nota_Padronizada_Regime_Trabalho,5.0,132,24,4,94,22,4,5.0,5.0,5.0,5.0,5.0,5.0,2.36,2.36,2.33,3.95,3.95,4.0,1344,296,93,147,36,5
2009,1,5,10,Concluintes_Participantes,75.0,419,90,26,45,15,2,1382.0,785.0,496.0,574.0,345.0,345.0,77.98,73.49,77.18,70.22,80.42,102.0,1344,296,93,147,36,5
2009,1,5,12,Num_Docentes,70.0,154,39,15,21,7,2,3457.0,475.0,475.0,469.0,323.0,323.0,44.46,44.08,55.43,44.57,46.17,89.6,1344,296,93,147,36,5
2009,1,9,9,Nota_Padronizada_Regime_Trabalho,5.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,2.36,2.36,2.33,3.95,3.95,4.0,1344,296,93,147,36,5
2009,1,9,10,Concluintes_Participantes,0.0,,,,,,,1382.0,785.0,496.0,574.0,345.0,345.0,77.98,73.49,77.18,70.22,80.42,102.0,1344,296,93,147,36,5
2009,1,9,12,Num_Docentes,39.0,,,,,,,3457.0,475.0,475.0,469.0,323.0,323.0,44.46,44.08,55.43,44.57,46.17,89.6,1344,296,93,147,36,5
2009,2,5,9,Nota_Padronizada_Regime_Trabalho,5.0,85,14,5,63,11,4,5.0,5.0,5.0,5.0,5.0,5.0,2.74,2.76,2.89,4.25,4.26,5.0,742,164,58,93,16,4
2009,2,5,10,Concluintes_Participantes,87.0,298,61,22,40,10,3,2911.0,765.0,765.0,555.0,218.0,165.0,108.54,87.57,98.41,93.85,107.88,121.5,742,164,58,93,16,4
2009,2,5,12,Num_Docentes,67.0,100,24,9,20,7,3,921.0,195.0,195.0,244.0,161.0,128.0,46.46,41.96,42.64,49.84,65.63,81.75,742,164,58,93,16,4
2009,13,5,9,Nota_Padronizada_Regime_Trabalho,5.0,57,14,4,54,14,4,5.0,5.0,5.0,5.0,5.0,5.0,3.39,3.59,3.6,4.52,4.7,5.0,156,40,17,70,18,4
2009,13,5,10,Concluintes_Participantes,60.0,38,8,3,26,6,2,255.0,232.0,132.0,232.0,232.0,132.0,44.41,42.83,32.12,56.34,63.0,59.75,156,40,17,70,18,4
2009,13,5,12,Num_Docentes,60.0,23,4,2,17,3,2,254.0,149.0,149.0,254.0,149.0,149.0,36.58,32.85,34.35,47.94,41.22,67.25,156,40,17,70,18,4
2009,18,5,9,Nota_Padronizada_Regime_Trabalho,5.0,51,9,4,35,7,2,5.0,5.0,5.0,5.0,5.0,5.0,3.29,3.24,3.79,4.53,4.6,5.0,266,66,26,47,9,2
2009,18,5,10,Concluintes_Participantes,26.0,218,51,20,42,9,2,535.0,263.0,263.0,261.0,154.0,53.0,66.68,50.56,54.96,67.15,63.56,39.5,266,66,26,47,9,2
2009,18,5,12,Num_Docentes,23.0,182,41,16,36,7,2,377.0,145.0,126.0,221.0,145.0,71.0,39.57,33.24,31.5,62.94,58.0,47.0,266,66,26,47,9,2
2009,22,5,9,Nota_Padronizada_Regime_Trabalho,5.0,98,20,3,73,20,3,5.0,5.0,5.0,5.0,5.0,5.0,2.54,2.52,2.56,4.26,4.39,5.0,666,155,51,103,29,3
2009,22,5,10,Concluintes_Participantes,59.0,159,32,11,41,12,2,481.0,171.0,171.0,297.0,114.0,95.0,45.55,40.97,40.18,55.57,54.9,66.0,666,155,51,103,29,3
2009,22,5,12,Num_Docentes,42.0,82,25,11,27,8,3,409.0,128.0,128.0,409.0,128.0,128.0,27.6,27.68,31.98,36.46,33.72,80.67,666,155,51,103,29,3
2009,26,1,9,Nota_Padronizada_Regime_Trabalho,5.0,18,7,2,16,7,2,5.0,5.0,5.0,5.0,5.0,5.0,2.9,3.22,3.45,4.49,4.66,5.0,112,36,13,23,8,2
2009,26,1,10,Concluintes_Participantes,25.0,78,22,6,20,7,1,424.0,129.0,85.0,184.0,98.0,25.0,58.01,41.72,32.62,55.87,47.38,22.5,112,36,13,23,8,2
2009,26,1,12,Num_Docentes,41.0,38,16,6,13,6,2,207.0,155.0,155.0,200.0,128.0,128.0,43.91,43.03,51.77,53.3,52.75,84.5,112,36,13,23,8,2
2009,39,1,9,Nota_Padronizada_Regime_Trabalho,5.0,21,5,2,20,5,2,5.0,5.0,5.0,5.0,5.0,5.0,3.83,4.39,5.0,4.83,4.39,5.0,32,6,2,21,6,2
2009,39,1,10,Concluintes_Participantes,11.0,26,5,2,17,5,2,80.0,48.0,34.0,65.0,48.0,34.0,24.72,27.0,22.5,25.43,27.0,22.5,32,6,2,21,6,2
2009,39,1,12,Num_Docentes,28.0,17,4,2,13,4,2,349.0,72.0,71.0,349.0,72.0,71.0,49.09,40.17,49.5,62.57,40.17,49.5,32,6,2,21,6,2
2009,65,5,9,Nota_Padronizada_Regime_Trabalho,5.0,8,3,2,8,3,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8,3,2,8,3,2
2009,65,5,10,Concluintes_Participantes,5.0,8,3,2,8,3,2,79.0,31.0,21.0,79.0,31.0,21.0,34.75,19.0,13.0,34.75,19.0,13.0,8,3,2,8,3,2
2009,65,5,12,Num_Docentes,19.0,6,3,2,6,3,2,164.0,64.0,64.0,164.0,64.0,64.0,50.37,37.67,41.5,50.37,37.67,41.5,8,3,2,8,3,2
2009,803,5,9,Nota_Padronizada_Regime_Trabalho,5.0,49,10,4,39,9,3,5.0,5.0,5.0,5.0,5.0,5.0,2.98,3.29,3.7,4.73,4.97,5.0,231,47,17,46,10,3
2009,803,5,10,Concluintes_Participantes,21.0,152,29,11,32,7,3,361.0,113.0,113.0,98.0,58.0,58.0,41.15,31.3,39.82,35.98,29.7,40.67,231,47,17,46,10,3
2009,803,5,12,Num_Docentes,18.0,145,28,14,33,6,2,214.0,88.0,88.0,214.0,88.0,88.0,31.14,25.34,32.29,42.2,30.0,39.67,231,47,17,46,10,3
2009,803,8,9,Nota_Padronizada_Regime_Trabalho,5.0,49,10,4,39,9,3,5.0,5.0,5.0,5.0,5.0,5.0,2.98,3.29,3.7,4.73,4.97,5.0,231,47,17,46,10,3
2009,803,8,10,Concluintes_Participantes,58.0,47,6,4,9,1,1,361.0,113.0,113.0,98.0,58.0,58.0,41.15,31.3,39.82,35.98,29.7,40.67,231,47,17,46,10,3
2009,803,8,12,Num_Docentes,13.0,202,40,15,42,10,3,214.0,88.0,88.0,214.0,88.0,88.0,31.14,25.34,32.29,42.2,30.0,39.67,231,47,17,46,10,3
2009,804,5,9,Nota_Padronizada_Regime_Trabalho,5.0,25,4,2,15,4,2,5.0,5.0,5.0,5.0,5.0,5.0,2.6,2.92,3.53,4.21,4.41,5.0,282,48,17,24,7,2
2009,804,5,10,Concluintes_Participantes,20.0,187,29,12,17,4,2,456.0,130.0,130.0,81.0,61.0,61.0,47.67,34.69,46.76,34.96,25.71,40.5,282,48,17,24,7,2
2009,804,5,12,Num_Docentes,21.0,151,24,10,17,5,2,367.0,69.0,69.0,177.0,68.0,68.0,31.76,26.23,32.35,43.25,29.14,44.5,282,48,17,24,7,2
2009,806,5,9,Nota_Padronizada_Regime_Trabalho,5.0,12,5,3,10,4,2,5.0,5.0,5.0,5.0,5.0,5.0,3.02,3.48,3.74,4.68,5.0,5.0,58,19,12,13,4,2
2009,806,5,10,Concluintes_Participantes,30.0,24,6,5,7,3,2,125.0,98.0,98.0,51.0,47.0,47.0,34.47,25.84,33.08,33.69,33.75,38.5,58,19,12,13,4,2
2009,806,5,12,Num_Docentes,21.0,37,10,7,10,3,2,133.0,70.0,70.0,103.0,70.0,70.0,31.21,28.21,28.92,42.31,40.25,45.5,58,19,12,13,4,2
2009,4301,1,9,Nota_Padronizada_Regime_Trabalho,5.0,33,8,3,33,8,3,5.0,5.0,5.0,5.0,5.0,5.0,4.06,3.87,3.79,4.86,4.76,5.0,57,14,5,39,10,3
2009,4301,1,10,Concluintes_Participantes,11.0,48,12,5,34,9,3,123.0,55.0,55.0,123.0,55.0,55.0,30.07,22.71,22.4,33.36,26.0,26.33,57,14,5,39,10,3
2009,4301,1,12,Num_Docentes,43.0,30,6,3,26,6,3,753.0,154.0,154.0,753.0,154.0,154.0,84.74,42.71,58.8,104.72,55.1,90.33,57,14,5,39,10,3
2010,5,3,9,Nota_Padronizada_Regime_Trabalho,5.0,45,10,4,36,9,3,5.0,5.0,5.0,5.0,5.0,5.0,3.66,3.52,4.06,4.67,4.3,5.0,127,27,8,43,12,3
2010,5,3,10,Concluintes_Participantes,46.0,42,9,5,17,3,1,137.0,119.0,96.0,137.0,119.0,46.0,44.31,47.41,55.37,50.84,49.08,41.0,127,27,8,43,12,3
2010,5,3,12,Num_Docentes,95.0,11,2,2,11,2,2,505.0,137.0,137.0,505.0,137.0,137.0,47.17,45.0,66.25,83.74,58.08,106.33,127,27,8,43,12,3
2010,6,4,9,Nota_Padronizada_Regime_Trabalho,5.0,48,12,6,40,9,3,5.0,5.0,5.0,5.0,5.0,5.0,3.53,3.74,4.36,4.76,4.41,5.0,167,31,10,51,11,3
2010,6,4,10,Concluintes_Participantes,55.0,36,7,4,14,3,2,116.0,88.0,76.0,116.0,88.0,76.0,40.08,43.0,45.3,46.84,48.64,58.67,167,31,10,51,11,3
2010,6,4,12,Num_Docentes,83.0,28,7,4,24,5,2,227.0,123.0,123.0,227.0,123.0,123.0,58.0,61.32,76.1,85.24,75.64,93.67,167,31,10,51,11,3
2010,12,4,9,Nota_Padronizada_Regime_Trabalho,5.0,60,10,5,52,10,5,5.0,5.0,5.0,5.0,5.0,5.0,3.99,3.51,4.04,4.73,4.23,5.0,141,26,10,67,14,5
2010,12,4,10,Concluintes_Participantes,52.0,89,15,9,34,8,4,392.0,167.0,123.0,392.0,167.0,123.0,79.38,63.35,71.4,75.39,65.5,71.8,141,26,10,67,14,5
2010,12,4,12,Num_Docentes,114.0,84,15,6,43,8,3,658.0,318.0,318.0,658.0,318.0,318.0,145.89,141.88,147.3,166.31,144.86,154.8,141,26,10,67,14,5
2010,17,3,9,Nota_Padronizada_Regime_Trabalho,5.0,69,16,6,65,15,5,5.0,5.0,5.0,5.0,5.0,5.0,3.9,3.72,3.96,4.63,4.41,5.0,143,37,12,83,20,5
2010,17,3,10,Concluintes_Participantes,115.0,3,1,1,3,1,1,146.0,115.0,115.0,146.0,115.0,115.0,41.08,49.59,46.67,46.54,52.95,61.6,143,37,12,83,20,5
2010,17,3,12,Num_Docentes,130.0,9,3,2,9,3,2,587.0,138.0,138.0,587.0,138.0,138.0,51.37,48.11,63.42,69.39,60.0,92.2,143,37,12,83,20,5
2010,17,8,9,Nota_Padronizada_Regime_Trabalho,5.0,69,16,6,65,15,5,5.0,5.0,5.0,5.0,5.0,5.0,3.9,3.72,3.96,4.63,4.41,5.0,143,37,12,83,20,5
2010,17,8,10,Concluintes_Participantes,19.0,113,34,10,69,19,5,146.0,115.0,115.0,146.0,115.0,115.0,41.08,49.59,46.67,46.54,52.95,61.6,143,37,12,83,20,5
2010,17,8,12,Num_Docentes,42.0,51,14,7,47,11,4,587.0,138.0,138.0,587.0,138.0,138.0,51.37,48.11,63.42,69.39,60.0,92.2,143,37,12,83,20,5
2010,19,4,9,Nota_Padronizada_Regime_Trabalho,5.0,53,13,5,38,10,3,5.0,5.0,5.0,5.0,5.0,5.0,3.45,3.67,3.71,4.61,4.52,5.0,255,57,19,49,15,3
2010,19,4,10,Concluintes_Participantes,54.0,90,15,4,19,5,2,394.0,151.0,77.0,273.0,151.0,77.0,50.08,41.49,34.05,59.33,43.2,50.33,255,57,19,49,15,3
2010,19,4,12,Num_Docentes,86.0,25,6,3,21,5,2,637.0,187.0,187.0,637.0,187.0,187.0,46.82,45.16,51.74,99.35,70.13,100.67,255,57,19,49,15,3
2010,23,4,9,Nota_Padronizada_Regime_Trabalho,5.0,129,22,10,82,16,6,5.0,5.0,5.0,5.0,5.0,5.0,3.43,3.31,3.5,4.61,4.52,5.0,496,90,33,104,21,6
2010,23,4,10,Concluintes_Participantes,19.0,449,79,25,92,19,5,772.0,162.0,162.0,162.0,162.0,162.0,61.91,40.76,39.18,39.46,39.29,53.17,496,90,33,104,21,6
2010,23,4,12,Num_Docentes,56.0,87,9,6,40,6,3,563.0,149.0,149.0,264.0,149.0,149.0,41.77,34.99,42.18,60.82,49.76,66.0,496,90,33,104,21,6
2010,23,9,9,Nota_Padronizada_Regime_Trabalho,5.0,129,22,10,82,16,6,5.0,5.0,5.0,5.0,5.0,5.0,3.43,3.31,3.5,4.61,4.52,5.0,496,90,33,104,21,6
2010,23,9,10,Concluintes_Participantes,26.0,409,67,21,81,17,4,772.0,162.0,162.0,162.0,162.0,162.0,61.91,40.76,39.18,39.46,39.29,53.17,496,90,33,104,21,6
2010,23,9,12,Num_Docentes,34.0,212,37,18,66,14,5,563.0,149.0,149.0,264.0,149.0,149.0,41.77,34.99,42.18,60.82,49.76,66.0,496,90,33,104,21,6
2010,27,4,9,Nota_Padronizada_Regime_Trabalho,5.0,18,3,3,11,2,2,5.0,5.0,5.0,5.0,5.0,5.0,3.75,3.88,3.9,4.74,3.89,5.0,49,10,6,13,3,2
2010,27,4,10,Concluintes_Participantes,10.0,45,9,5,13,3,2,69.0,32.0,32.0,36.0,32.0,32.0,23.02,17.4,15.67,27.46,23.0,21.0,49,10,6,13,3,2
2010,27,4,12,Num_Docentes,30.0,21,3,3,11,2,2,141.0,47.0,47.0,141.0,33.0,33.0,34.27,24.9,26.5,58.23,29.0,31.5,49,10,6,13,3,2
2010,28,9,9,Nota_Padronizada_Regime_Trabalho,5.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,3.47,3.39,3.58,4.57,4.26,5.0,222,49,18,43,10,3
2010,28,9,10,Concluintes_Participantes,0.0,,,,,,,266.0,79.0,78.0,95.0,68.0,38.0,34.43,31.41,31.44,35.53,34.9,34.33,222,49,18,43,10,3
2010,28,9,12,Num_Docentes,12.0,,,,,,,305.0,79.0,79.0,305.0,79.0,79.0,35.85,30.27,33.78,65.98,44.2,57.0,222,49,18,43,10,3
2010,36,4,9,Nota_Padronizada_Regime_Trabalho,5.0,60,11,6,26,5,1,5.0,5.0,5.0,5.0,5.0,5.0,3.39,3.53,3.8,4.25,4.14,5.0,351,59,22,41,10,1
2010,36,4,10,Concluintes_Participantes,36.0,134,19,7,15,6,1,258.0,71.0,64.0,69.0,57.0,36.0,36.83,31.98,30.82,29.93,36.2,36.0,351,59,22,41,10,1
2010,36,4,12,Num_Docentes,56.0,33,5,2,12,2,1,267.0,77.0,77.0,161.0,60.0,56.0,31.89,30.27,34.95,48.24,34.9,56.0,351,59,22,41,10,1
2010,51,3,9,Nota_Padronizada_Regime_Trabalho,5.0,47,10,3,47,10,3,5.0,5.0,5.0,5.0,5.0,5.0,4.38,4.38,5.0,4.77,4.76,5.0,66,12,3,55,11,3
2010,51,3,10,Concluintes_Participantes,26.0,25,5,1,22,5,1,72.0,43.0,26.0,72.0,43.0,26.0,24.68,23.33,22.67,25.27,24.73,22.67,66,12,3,55,11,3
2010,51,3,12,Num_Docentes,83.0,9,2,1,9,2,1,589.0,89.0,83.0,589.0,89.0,83.0,56.65,39.42,41.67,63.15,41.64,41.67,66,12,3,55,11,3
2010,51,9,9,Nota_Padronizada_Regime_Trabalho,5.0,47,10,3,47,10,3,5.0,5.0,5.0,5.0,5.0,5.0,4.38,4.38,5.0,4.77,4.76,5.0,66,12,3,55,11,3
2010,51,9,10,Concluintes_Participantes,24.0,27,6,2,24,6,2,72.0,43.0,26.0,72.0,43.0,26.0,24.68,23.33,22.67,25.27,24.73,22.67,66,12,3,55,11,3
2010,51,9,12,Num_Docentes,24.0,47,7,2,42,7,2,589.0,89.0,83.0,589.0,89.0,83.0,56.65,39.42,41.67,63.15,41.64,41.67,66,12,3,55,11,3
2010,92,12,9,Nota_Padronizada_Regime_Trabalho,5.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,2.61,2.88,4.21,4.37,3.75,5.0,125,19,6,19,5,2
2010,92,12,10,Concluintes_Participantes,0.0,,,,,,,1160.0,1160.0,27.0,114.0,39.0,16.0,46.15,116.37,13.83,31.58,19.4,10.5,125,19,6,19,5,2
2010,92,12,12,Num_Docentes,8.0,,,,,,,54.0,53.0,53.0,43.0,43.0,31.0,16.68,22.11,27.67,23.68,25.0,21.0,125,19,6,19,5,2
2010,3501,7,9,Nota_Padronizada_Regime_Trabalho,5.0,37,16,7,25,12,3,5.0,5.0,5.0,5.0,5.0,5.0,3.28,3.6,3.63,4.41,4.4,5.0,195,54,19,33,16,3
2010,3501,7,10,Concluintes_Participantes,30.0,128,35,10,22,13,3,339.0,128.0,95.0,114.0,112.0,53.0,55.63,43.85,33.84,42.82,47.5,39.33,195,54,19,33,16,3
2010,3501,7,12,Num_Docentes,38.0,44,16,8,19,8,2,286.0,110.0,110.0,196.0,110.0,110.0,32.13,32.91,36.47,50.73,44.5,61.0,195,54,19,33,16,3
2011,21,10,9,Nota_Padronizada_Regime_Trabalho,5.0,43,7,3,36,7,3,5.0,5.0,5.0,5.0,5.0,5.0,3.41,3.47,3.46,4.86,4.56,5.0,179,42,20,41,9,3
2011,21,10,10,Concluintes_Participantes,37.0,99,28,12,29,7,3,395.0,123.0,115.0,157.0,103.0,96.0,50.08,49.33,46.65,57.95,58.11,58.33,179,42,20,41,9,3
2011,21,10,12,Num_Docentes,39.0,59,16,9,25,7,3,370.0,106.0,106.0,370.0,106.0,106.0,42.7,38.83,41.55,68.83,51.56,62.33,179,42,20,41,9,3
2011,701,2,9,Nota_Padronizada_Regime_Trabalho,0.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,4.07,4.0,3.33,4.22,5.0,5.0,27,5,3,26,4,2
2011,701,2,10,Concluintes_Participantes,3.0,,,,,,,15.0,14.0,14.0,15.0,14.0,14.0,7.0,6.4,7.33,7.04,6.5,8.0,27,5,3,26,4,2
2011,701,2,12,Num_Docentes,0.0,,,,,,,384.0,313.0,313.0,384.0,313.0,313.0,81.3,82.2,125.0,83.54,97.0,176.0,27,5,3,26,4,2
2011,702,2,9,Nota_Padronizada_Regime_Trabalho,5.0,156,24,7,140,19,5,5.0,5.0,5.0,5.0,5.0,5.0,3.94,3.91,3.8,4.46,4.39,5.0,313,53,25,182,23,5
2011,702,2,10,Concluintes_Participantes,37.0,66,11,4,45,6,2,249.0,178.0,52.0,249.0,65.0,45.0,27.11,25.75,19.72,29.3,25.87,25.6,313,53,25,182,23,5
2011,702,2,12,Num_Docentes,65.0,27,2,2,26,2,2,741.0,249.0,249.0,741.0,249.0,249.0,33.19,30.79,39.56,43.24,37.61,85.0,313,53,25,182,23,5
2011,902,1,9,Nota_Padronizada_Regime_Trabalho,5.0,162,25,7,136,22,6,5.0,5.0,5.0,5.0,5.0,5.0,3.68,3.91,3.8,4.36,4.69,5.0,424,59,25,185,24,6
2011,902,1,10,Concluintes_Participantes,64.0,75,14,8,42,6,3,1395.0,1395.0,1395.0,511.0,223.0,110.0,48.4,69.39,95.16,54.72,54.04,61.83,424,59,25,185,24,6
2011,902,1,12,Num_Docentes,52.0,68,17,10,44,10,4,1377.0,652.0,652.0,1377.0,652.0,652.0,45.08,59.75,79.84,69.49,96.63,193.33,424,59,25,185,24,6
2011,1401,2,9,Nota_Padronizada_Regime_Trabalho,5.0,31,8,4,30,7,3,5.0,5.0,5.0,5.0,5.0,5.0,4.02,4.77,4.58,4.36,5.0,5.0,41,9,5,36,7,3
2011,1401,2,10,Concluintes_Participantes,9.0,27,7,4,25,6,3,36.0,27.0,27.0,36.0,27.0,27.0,12.1,12.89,13.6,12.67,13.43,15.33,41,9,5,36,7,3
2011,1401,2,12,Num_Docentes,27.0,27,5,2,26,5,2,227.0,153.0,153.0,227.0,153.0,153.0,57.95,40.89,44.2,63.19,47.86,62.67,41,9,5,36,7,3
2011,1402,2,9,Nota_Padronizada_Regime_Trabalho,5.0,90,13,6,86,12,5,5.0,5.0,5.0,5.0,5.0,5.0,4.4,4.17,3.99,4.78,5.0,5.0,116,18,10,97,12,5
2011,1402,2,10,Concluintes_Participantes,24.0,28,3,1,25,3,1,120.0,35.0,24.0,120.0,35.0,24.0,18.35,13.11,9.7,19.13,15.25,9.6,116,18,10,97,12,5
2011,1402,2,12,Num_Docentes,68.0,22,4,3,21,3,2,683.0,268.0,268.0,683.0,268.0,268.0,54.67,50.78,59.8,60.79,59.5,83.8,116,18,10,97,12,5
2011,1501,2,9,Nota_Padronizada_Regime_Trabalho,5.0,44,11,4,42,10,3,5.0,5.0,5.0,5.0,5.0,5.0,3.68,3.88,3.65,4.63,4.44,5.0,87,24,11,47,12,3
2011,1501,2,10,Concluintes_Participantes,15.0,69,16,7,37,9,3,137.0,51.0,51.0,98.0,42.0,36.0,30.8,20.67,21.36,27.38,21.17,23.67,87,24,11,47,12,3
2011,1501,2,12,Num_Docentes,89.0,16,3,2,16,3,2,567.0,567.0,567.0,567.0,567.0,567.0,65.89,62.75,90.09,101.57,96.67,244.67,87,24,11,47,12,3
2011,1502,2,9,Nota_Padronizada_Regime_Trabalho,5.0,96,12,5,88,12,5,5.0,5.0,5.0,5.0,5.0,5.0,4.15,4.3,4.37,4.72,4.94,5.0,157,22,11,104,13,5
2011,1502,2,10,Concluintes_Participantes,24.0,51,6,3,34,2,1,101.0,44.0,37.0,84.0,36.0,24.0,21.56,19.05,16.18,20.78,17.15,13.8,157,22,11,104,13,5
2011,1502,2,12,Num_Docentes,45.0,36,6,4,34,5,3,719.0,465.0,465.0,719.0,465.0,465.0,50.42,54.32,75.55,65.81,70.62,125.4,157,22,11,104,13,5
2011,1601,2,9,Nota_Padronizada_Regime_Trabalho,0.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,3.72,3.79,4.13,4.52,5.0,5.0,164,32,15,70,10,6
2011,1601,2,10,Concluintes_Participantes,34.0,,,,,,,152.0,86.0,86.0,152.0,86.0,86.0,32.46,24.88,26.87,37.06,28.9,28.5,164,32,15,70,10,6
2011,1601,2,12,Num_Docentes,0.0,,,,,,,543.0,543.0,543.0,543.0,543.0,543.0,50.57,51.16,76.13,80.76,100.7,135.5,164,32,15,70,10,6
2011,1602,2,9,Nota_Padronizada_Regime_Trabalho,5.0,155,19,6,128,14,5,5.0,5.0,5.0,5.0,5.0,5.0,3.86,3.77,3.77,4.39,4.56,5.0,363,62,27,174,17,5
2011,1602,2,10,Concluintes_Participantes,9.0,340,56,25,164,16,5,250.0,250.0,88.0,185.0,109.0,44.0,33.09,32.19,25.07,36.93,38.29,24.4,363,62,27,174,17,5
2011,1602,2,12,Num_Docentes,46.0,66,16,8,54,12,4,631.0,215.0,215.0,631.0,215.0,215.0,40.44,39.13,42.0,58.52,73.76,83.8,363,62,27,174,17,5
