AREA,UF,REGIAO,ANO,CPCCONTINUO,NOTACONCLUINTES,NOTAPADRONIZADAIDD,NOTAPADRONIZADAMESTRES,NOTAPADRONIZADADOUTORES,NOMEIES,SIGLAIES,PUB_PRIV,CATADMINISTRATIVA,ORGACADEMICA,MUNICIPIOCURSO,NOTAPADRONIZADADREGIME,NOTAPADRONIZADAPEDAG,CPC_FAIXA,NOTAPADRONIZADAINFRA,INGRESSANTESPARTICIPANTES,INGRESSANTESINSCRITOS,COD_AREA,COD_IES,AMPLIACAOFORMACAO_NA,CPC_FORMULA2013
CIÊNCIAS CONTÁBEIS,SP,0,2012,2.97,3.58,3.62,2.60,0.65,UNIVERSIDADE DE MOGI DAS CRUZES,UMC,Privada,Universidade,MOGI DAS CRUZES,3.60,2.59,4.00,2.99,47,92,22,3530607,521,2.75,2.96
CIÊNCIAS CONTÁBEIS,SP,0,2012,1.50,1.29,1.26,2.08,0.45,UNIVERSIDADE DE MOGI DAS CRUZES,UMC,Privada,Universidade,SAO PAULO,3.89,1.80,2.00,2.00,52,159,22,3550308,521,1.88,1.50
CIÊNCIAS CONTÁBEIS,SP,0,2012,2.23,1.96,1.81,3.93,1.75,UNIVERSIDADE METODISTA DE SÃO PAULO,UMESP,Privada,Universidade,SAO BERNARDO DO CAMPO,2.86,1.85,3.00,3.93,100,204,22,3548708,167,2.68,2.20
CIÊNCIAS CONTÁBEIS,MG,0,2012,2.68,2.23,1.92,4.33,3.45,CENTRO UNIVERSITÁRIO UNA,UNA,Privada,Centro Universitário,BELO HORIZONTE,2.69,2.94,3.00,3.93,80,173,22,3106200,344,3.33,2.66
CIÊNCIAS CONTÁBEIS,PA,0,2012,2.35,1.82,2.35,3.24,0.96,UNIVERSIDADE DA AMAZÔNIA,UNAMA,Privada,Universidade,ANANINDEUA,2.94,3.28,3.00,4.23,15,32,22,1500800,383,3.66,2.34
CIÊNCIAS CONTÁBEIS,SP,0,2012,3.56,3.22,3.53,4.50,2.04,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,UNASP,Privada,Centro Universitário,ENGENHEIRO COELHO,4.00,4.85,4.00,5.00,17,49,22,3515152,1365,4.91,3.56
CIÊNCIAS CONTÁBEIS,SP,0,2012,3.40,3.50,3.10,3.65,2.82,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,UNASP,Privada,Centro Universitário,SAO PAULO,3.27,3.90,4.00,5.00,20,76,22,3550308,1365,4.34,3.38
CIÊNCIAS CONTÁBEIS,DF,0,2012,3.66,3.87,3.01,4.70,4.73,UNIVERSIDADE DE BRASÍLIA,UNB,Pública,Universidade,BRASILIA,5.00,3.48,4.00,1.78,88,140,22,5300108,2,2.80,3.68
CIÊNCIAS CONTÁBEIS,SC,1,2012,3.53,3.63,3.78,3.83,1.09,UNIVERSIDADE DO CONTESTADO,UNC,Privada,Universidade,MAFRA,4.67,4.21,4.00,4.88,27,115,22,4210100,441,4.48,3.52
CIÊNCIAS CONTÁBEIS,SC,1,2012,3.46,3.37,3.79,3.61,1.36,UNIVERSIDADE DO CONTESTADO,UNC,Privada,Universidade,CANOINHAS,4.17,4.52,4.00,4.42,14,36,22,4203808,441,4.48,3.46
CIÊNCIAS CONTÁBEIS,SC,1,2012,3.39,3.73,3.68,3.24,0.48,UNIVERSIDADE DO CONTESTADO,UNC,Privada,Universidade,CONCORDIA,3.82,5.00,4.00,5.00,15,28,22,4204301,441,5.00,3.39
CIÊNCIAS CONTÁBEIS,SC,1,2012,2.56,2.41,3.04,2.22,1.36,UNIVERSIDADE DO CONTESTADO,UNC,Privada,Universidade,CURITIBANOS,3.33,1.88,3.00,3.34,13,35,22,4204806,441,2.46,2.54
CIÊNCIAS CONTÁBEIS,MA,0,2012,2.17,2.36,2.31,1.67,0.00,UNIDADE DE ENSINO SUPERIOR DOM BOSCO,UNDB,Privada,Faculdade,SAO LUIS,3.33,3.36,3.00,3.53,39,47,22,2111300,1885,3.43,2.17
CIÊNCIAS CONTÁBEIS,BA,0,2012,2.37,2.69,2.08,3.14,1.86,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,Pública,Universidade,SALVADOR,5.00,1.32,3.00,1.53,38,52,22,2927408,40,1.40,2.37
CIÊNCIAS CONTÁBEIS,DF,0,2012,2.25,2.08,2.80,1.84,0.86,INSTITUTO DE CIÊNCIAS SOCIAIS APLICADAS,UNEB,Privada,Faculdade,BRASILIA,3.03,2.65,3.00,2.12,10,23,22,5300108,708,2.43,2.26
CIÊNCIAS CONTÁBEIS,BA,0,2012,2.10,2.50,2.12,2.79,0.48,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,Pública,Universidade,CAMACARI,5.00,1.99,3.00,0.67,45,50,22,2905701,40,1.46,2.12
CIÊNCIAS CONTÁBEIS,BA,0,2012,1.91,1.90,1.82,3.13,0.51,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,Pública,Universidade,BARREIRAS,5.00,1.62,2.00,1.12,71,87,22,2903201,40,1.42,1.92
CIÊNCIAS CONTÁBEIS,BA,0,2012,1.17,0.87,0.37,2.86,0.58,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,Pública,Universidade,SENHOR DO BONFIM,5.00,1.53,2.00,0.94,32,43,22,2930105,40,1.30,1.18
CIÊNCIAS CONTÁBEIS,MT,0,2012,2.84,3.09,3.42,2.59,0.91,UNIVERSIDADE DO ESTADO DE MATO GROSSO,UNEMAT,Pública,Universidade,TANGARA DA SERRA,5.00,2.07,3.00,2.19,50,95,22,5107958,719,2.12,2.84
CIÊNCIAS CONTÁBEIS,MT,0,2012,2.33,2.28,2.43,2.86,0.39,UNIVERSIDADE DO ESTADO DE MATO GROSSO,UNEMAT,Pública,Universidade,CACERES,5.00,1.80,3.00,3.22,42,80,22,5102504,719,2.37,2.31
CIÊNCIAS CONTÁBEIS,MT,0,2012,1.94,1.81,1.92,2.69,0.00,UNIVERSIDADE DO ESTADO DE MATO GROSSO,UNEMAT,Pública,Universidade,SINOP,5.00,2.76,2.00,1.62,63,101,22,5107909,719,2.30,1.96
CIÊNCIAS CONTÁBEIS,RJ,0,2012,2.62,2.17,2.17,3.76,2.74,UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Privada,Universidade,RIO DE JANEIRO,4.31,1.62,3.00,3.94,610,3063,22,3304557,163,2.55,2.59
CIÊNCIAS CONTÁBEIS,RJ,0,2012,2.53,2.68,2.19,2.50,2.04,UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Privada,Universidade,NOVA IGUACU,4.38,1.42,3.00,4.06,37,106,22,3303500,163,2.48,2.49
CIÊNCIAS CONTÁBEIS,RJ,0,2012,2.05,1.44,1.44,2.22,2.72,UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Privada,Universidade,MACAE,4.44,1.32,3.00,3.31,8,44,22,3302403,163,2.12,2.02
CIÊNCIAS CONTÁBEIS,RJ,0,2012,1.95,1.54,1.15,3.42,2.14,UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Privada,Universidade,NITEROI,2.89,2.33,3.00,3.64,50,123,22,3303302,163,2.85,1.93
CIÊNCIAS CONTÁBEIS,ES,0,2012,3.26,3.21,2.98,4.09,1.85,CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO,UNESC,Privada,Centro Universitário,COLATINA,3.18,5.00,4.00,5.00,13,24,22,3201506,1559,5.00,3.26
CIÊNCIAS CONTÁBEIS,RO,0,2012,2.92,2.60,3.20,3.67,2.72,FACULDADES INTEGRADAS DE CACOAL,UNESC,Privada,Faculdade,CACOAL,3.67,1.55,3.00,2.77,37,49,22,1100049,4255,2.04,2.90
CIÊNCIAS CONTÁBEIS,SC,1,2012,2.58,2.81,2.60,1.33,0.36,UNIVERSIDADE DO EXTREMO SUL CATARINENSE,UNESC,Privada,Universidade,CRICIUMA,3.89,3.98,3.00,4.84,114,247,22,4204608,482,4.33,2.57
CIÊNCIAS CONTÁBEIS,ES,0,2012,2.57,2.09,2.09,4.26,2.11,CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO,UNESC,Privada,Centro Universitário,SERRA,1.85,4.10,3.00,4.55,0,2,22,3205002,1559,4.28,2.57
CIÊNCIAS CONTÁBEIS,PE,0,2012,1.41,1.26,1.28,3.38,0.24,FACULDADE METROPOLITANA DA GRANDE RECIFE,UNESJ,Privada,Faculdade,JABOATAO DO GUARARAPES,0.29,2.25,2.00,3.08,65,157,22,2607901,1675,2.58,1.40
CIÊNCIAS CONTÁBEIS,BA,0,2012,2.52,3.06,3.34,1.05,0.43,FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA,UNESULBAHIA,Privada,Faculdade,EUNAPOLIS,1.84,2.54,3.00,3.49,27,48,22,2910727,2632,2.92,2.50
CIÊNCIAS CONTÁBEIS,SP,0,2012,2.27,2.03,2.03,1.88,1.02,UNIVERSIDADE GUARULHOS,UNG,Privada,Universidade,SAO PAULO,2.03,4.60,3.00,4.82,9,80,22,3550308,481,4.69,2.26
CIÊNCIAS CONTÁBEIS,SP,0,2012,2.20,2.48,2.48,1.85,1.21,UNIVERSIDADE GUARULHOS,UNG,Privada,Universidade,ITAQUAQUECETUBA,2.41,2.15,3.00,2.38,8,43,22,3523107,481,2.24,2.20
CIÊNCIAS CONTÁBEIS,SP,0,2012,1.91,1.73,1.44,2.34,1.02,UNIVERSIDADE GUARULHOS,UNG,Privada,Universidade,GUARULHOS,2.03,3.55,2.00,4.20,52,232,22,3518800,481,3.81,1.90
CIÊNCIAS CONTÁBEIS,GO,0,2012,2.99,2.96,3.28,3.18,0.74,CENTRO UNIVERSITÁRIO DE GOIÁS,UNI-ANHANGÜERA,Privada,Centro Universitário,GOIANIA,3.18,4.48,4.00,4.33,28,58,22,5208707,386,4.42,2.99
CIÊNCIAS CONTÁBEIS,MG,0,2012,2.67,2.88,2.45,3.95,2.14,CENTRO UNIVERSITÁRIO DE BELO HORIZONTE,UNI-BH,Privada,Centro Universitário,BELO HORIZONTE,1.58,2.85,3.00,3.83,76,147,22,3106200,349,3.24,2.65
CIÊNCIAS CONTÁBEIS,SP,0,2012,2.18,1.70,1.44,4.52,1.94,CENTRO UNIVERSITÁRIO DE FRANCA,UNI-FACEF,Pública,Centro Universitário,FRANCA,2.62,3.16,3.00,3.63,45,88,22,3516200,60,3.35,2.17
CIÊNCIAS CONTÁBEIS,RN,0,2012,3.41,2.51,2.79,5.00,3.62,CENTRO UNIVERSITÁRIO DO RIO GRANDE DO NORTE,UNI-RN,Privada,Centro Universitário,NATAL,5.00,3.82,4.00,4.64,50,134,22,2408102,1264,4.15,3.39
CIÊNCIAS CONTÁBEIS,SP,0,2012,2.34,1.45,1.88,5.00,4.07,UNIVERSIDADE DO GRANDE ABC,UNIABC,Privada,Universidade,SANTO ANDRE,1.67,1.03,3.00,2.67,5,22,22,3547809,215,1.69,2.31
CIÊNCIAS CONTÁBEIS,RJ,0,2012,2.58,2.44,2.34,4.11,2.04,ABEU - CENTRO UNIVERSITÁRIO,UNIABEU,Privada,Centro Universitário,BELFORD ROXO,1.25,3.30,3.00,4.29,41,124,22,3300456,2565,3.70,2.57
CIÊNCIAS CONTÁBEIS,SP,0,2012,2.68,2.82,2.99,3.10,1.12,CENTRO UNIVERSITÁRIO PADRE ANCHIETA,UNIANCHIETA,Privada,Centro Universitário,JUNDIAI,1.90,2.92,3.00,4.06,47,101,22,3525904,4017,3.38,2.66
CIÊNCIAS CONTÁBEIS,SP,0,2012,3.64,3.80,3.60,3.57,3.10,CENTRO UNIVERSITÁRIO HERMINIO OMETTO,UNIARARAS,Privada,Centro Universitário,ARARAS,3.33,3.78,4.00,4.75,45,70,22,3503307,1043,4.17,3.63
CIÊNCIAS CONTÁBEIS,MG,0,2012,2.68,2.46,2.28,3.93,1.16,CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ,UNIARAXÁ,Privada,Centro Universitário,ARAXA,3.39,4.11,3.00,4.73,12,43,22,3104007,1575,4.36,2.67
CIÊNCIAS CONTÁBEIS,SC,1,2012,2.67,2.58,2.88,1.00,0.54,UNIVERSIDADE ALTO VALE DO RIO DO PEIXE,UNIARP,Privada,Universidade,CACADOR,4.00,4.38,3.00,4.88,17,59,22,4203006,15032,4.58,2.67
CIÊNCIAS CONTÁBEIS,SC,1,2012,2.69,2.37,2.25,4.44,0.91,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,UNIASSELVI,Privada,Centro Universitário,INDAIAL,5.00,3.46,3.00,4.29,436,1783,22,4207502,1472,3.79,2.68
CIÊNCIAS CONTÁBEIS,BA,0,2012,2.88,3.56,3.55,2.11,0.43,FACULDADES INTEGRADAS IPITANGA,UNIBAHIA,Privada,Faculdade,LAURO DE FREITAS,0.53,3.85,3.00,5.00,42,112,22,2919207,3609,4.31,2.86
CIÊNCIAS CONTÁBEIS,SP,0,2012,2.90,2.77,3.15,3.33,2.72,UNIVERSIDADE BANDEIRANTE ANHANGUERA,UNIBAN,Privada,Universidade,SAO BERNARDO DO CAMPO,4.44,0.91,3.00,2.53,17,52,22,3548708,457,1.56,2.88
CIÊNCIAS CONTÁBEIS,SC,1,2012,2.73,2.87,3.15,1.55,0.00,CENTRO UNIVERSITÁRIO BARRIGA VERDE,UNIBAVE,Privada,Centro Universitário,ORLEANS,3.45,4.53,3.00,4.50,35,61,22,4211702,4163,4.52,2.73
CIÊNCIAS CONTÁBEIS,MT,0,2012,3.19,2.66,3.24,3.54,2.72,UNIVERSIDADE DE CUIABÁ,UNIC / PITÁGORAS,Privada,Universidade,CUIABA,4.58,2.70,4.00,4.08,246,386,22,5103403,780,3.25,3.17
CIÊNCIAS CONTÁBEIS,GO,0,2012,1.63,1.79,2.11,0.88,0.00,FACULDADE DE CALDAS NOVAS,UNICALDAS,Privada,Faculdade,CALDAS NOVAS,1.76,2.02,2.00,2.51,22,32,22,5204508,1395,2.22,1.63
CIÊNCIAS CONTÁBEIS,PE,0,2012,2.41,2.29,2.17,3.64,1.48,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,UNICAP,Privada,Universidade,RECIFE,2.50,2.70,3.00,4.11,32,46,22,2611606,11,3.27,2.39
CIÊNCIAS CONTÁBEIS,RJ,0,2012,3.68,2.87,2.91,4.14,4.78,CENTRO UNIVERSITÁRIO CARIOCA,UNICARIOCA,Privada,Centro Universitário,RIO DE JANEIRO,4.14,5.00,4.00,5.00,18,83,22,3304557,802,5.00,3.68
CIÊNCIAS CONTÁBEIS,SP,0,2012,1.74,1.70,1.76,2.73,0.00,UNIVERSIDADE CAMILO CASTELO BRANCO,UNICASTELO,Privada,Universidade,SAO PAULO,1.36,3.47,2.00,2.88,22,75,22,3550308,319,3.23,1.75
CIÊNCIAS CONTÁBEIS,PR,1,2012,4.24,3.79,3.74,5.00,5.00,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,Pública,Universidade,PRUDENTOPOLIS,4.50,4.49,5.00,5.00,16,40,22,4120606,1126,4.69,4.23
CIÊNCIAS CONTÁBEIS,PR,1,2012,4.08,3.71,3.46,5.00,5.00,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,Pública,Universidade,IRATI,5.00,4.02,5.00,4.36,17,43,22,4110706,1126,4.16,4.08
CIÊNCIAS CONTÁBEIS,PR,1,2012,3.77,3.51,3.12,5.00,5.00,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,Pública,Universidade,GUARAPUAVA,5.00,2.10,4.00,4.22,46,87,22,4109401,1126,2.95,3.74
CIÊNCIAS CONTÁBEIS,RO,0,2012,2.76,2.25,2.56,2.81,1.53,FACULDADE DE EDUCAÇÃO DE JARU,UNICENTRO,Privada,Faculdade,JARU,5.00,3.58,3.00,4.35,16,33,22,1100114,1699,3.89,2.75
CIÊNCIAS CONTÁBEIS,PR,1,2012,2.76,1.96,1.36,5.00,5.00,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,Pública,Universidade,CHOPINZINHO,5.00,2.14,3.00,3.03,33,40,22,4105409,1126,2.50,2.74
CIÊNCIAS CONTÁBEIS,SP,0,2012,2.46,1.45,1.14,3.89,4.22,CENTRO UNIVERSITÁRIO CENTRAL PAULISTA,UNICEP,Privada,Centro Universitário,SAO CARLOS,2.96,4.21,3.00,4.13,34,55,22,3548906,707,4.18,2.46
CIÊNCIAS CONTÁBEIS,MG,0,2012,2.10,1.82,2.14,3.44,1.02,CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO,UNICERP,Privada,Centro Universitário,PATROCINIO,3.75,2.75,3.00,1.16,28,45,22,3148103,1450,2.12,2.12
CIÊNCIAS CONTÁBEIS,PR,1,2012,4.21,3.88,3.88,4.55,4.26,CENTRO UNIVERSITÁRIO DE MARINGÁ - UNICESUMAR,UNICESUMAR,Privada,Centro Universitário,MARINGA,4.89,4.84,5.00,4.92,156,829,22,4115200,1196,4.87,4.21
CIÊNCIAS CONTÁBEIS,DF,0,2012,2.11,1.54,1.54,3.68,1.72,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Privada,Centro Universitário,BRASILIA,1.05,3.95,3.00,4.71,9,51,22,5300108,402,4.26,2.10
CIÊNCIAS CONTÁBEIS,MA,0,2012,3.01,1.90,1.97,4.24,3.54,UNIVERSIDADE DO CEUMA - UNICEUMA,UNICEUMA,Privada,Universidade,SAO LUIS,5.00,4.67,4.00,4.90,97,168,22,2111300,823,4.76,3.01
CIÊNCIAS CONTÁBEIS,CE,0,2012,3.25,3.21,2.83,3.93,1.75,CENTRO UNIVERSITÁRIO CHRISTUS,UNICHRISTUS,Privada,Centro Universitário,FORTALEZA,5.00,4.14,4.00,5.00,54,136,22,2304400,1895,4.48,3.24
CIÊNCIAS CONTÁBEIS,RS,1,2012,2.36,1.62,1.62,4.05,2.33,UNIVERSIDADE DE CRUZ ALTA,UNICRUZ,Privada,Universidade,CRUZ ALTA,3.10,3.95,3.00,3.85,17,25,22,4306106,446,3.91,2.36
CIÊNCIAS CONTÁBEIS,SP,0,2012,2.64,1.57,1.32,4.74,4.23,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,Privada,Universidade,SAO PAULO,4.09,3.28,3.00,4.26,216,597,22,3550308,221,3.67,2.62
CIÊNCIAS CONTÁBEIS,SC,1,2012,3.66,3.66,3.71,4.17,3.26,CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ,UNIDAVI,Privada,Centro Universitário,RIO DO SUL,2.50,3.82,4.00,4.78,39,67,22,4214805,80,4.21,3.65
CIÊNCIAS CONTÁBEIS,MS,0,2012,2.46,1.26,1.02,5.00,4.18,UNIVERSIDADE ANHANGUERA - UNIDERP,UNIDERP,Privada,Universidade,CAMPO GRANDE,5.00,2.59,3.00,3.78,1819,4799,22,5002704,671,3.07,2.45
CIÊNCIAS CONTÁBEIS,MS,0,2012,2.26,1.88,1.80,2.50,0.58,UNIVERSIDADE ANHANGUERA - UNIDERP,UNIDERP,Privada,Universidade,RIO VERDE DE MATO GROSSO,4.29,4.04,3.00,4.70,85,102,22,5007406,671,4.30,2.25
CIÊNCIAS CONTÁBEIS,GO,0,2012,2.05,1.76,2.11,2.03,1.32,CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO-OESTE,UNIDESC,Privada,Centro Universitário,LUZIANIA,2.03,2.34,3.00,3.74,40,100,22,5212501,826,2.90,2.03
CIÊNCIAS CONTÁBEIS,DF,0,2012,3.17,2.41,2.17,4.67,4.89,CENTRO UNIVERSITÁRIO EURO-AMERICANO,UNIEURO,Privada,Centro Universitário,BRASILIA,5.00,2.44,4.00,3.82,21,52,22,5300108,1113,3.00,3.15
CIÊNCIAS CONTÁBEIS,SP,0,2012,2.59,2.33,2.74,3.53,1.92,FACULDADES INTEGRADAS DE BOTUCATU,UNIFAC,Privada,Faculdade,BOTUCATU,0.88,2.93,3.00,4.33,8,26,22,3507506,716,3.49,2.57
CIÊNCIAS CONTÁBEIS,RN,0,2012,3.63,4.10,3.97,3.33,1.16,Centro Universitário FACEX,UNIFACEX,Privada,Centro Universitário,NATAL,3.33,4.90,4.00,5.00,116,164,22,2408102,724,4.94,3.63
CIÊNCIAS CONTÁBEIS,BA,0,2012,2.70,2.22,1.97,3.72,3.13,UNIVERSIDADE SALVADOR,UNIFACS,Privada,Universidade,SALVADOR,3.59,3.02,3.00,4.31,68,296,22,2927408,385,3.54,2.68
CIÊNCIAS CONTÁBEIS,SP,0,2012,2.30,2.13,1.92,4.50,1.22,CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE,UNIFAE,Pública,Centro Universitário,SAO JOAO DA BOA VISTA,3.00,1.84,3.00,4.21,23,47,22,3549102,217,2.79,2.26
CIÊNCIAS CONTÁBEIS,SP,0,2012,1.95,1.19,1.19,3.39,2.04,CENTRO UNIVERSITÁRIO ASSUNÇÃO,UNIFAI,Privada,Centro Universitário,SAO PAULO,3.57,2.11,3.00,4.07,5,32,22,3550308,161,2.89,1.92
CIÊNCIAS CONTÁBEIS,SC,1,2012,2.34,2.32,2.10,3.03,0.64,CENTRO UNIVERSITÁRIO DE BRUSQUE,UNIFEBE,Privada,Centro Universitário,BRUSQUE,2.89,3.44,3.00,4.53,27,84,22,4202909,87,3.87,2.32
CIÊNCIAS CONTÁBEIS,MG,0,2012,2.35,2.72,2.53,3.86,0.37,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL GUAXUPÉ,UNIFEG,Privada,Centro Universitário,GUAXUPE,3.18,1.68,3.00,2.84,56,88,22,3128709,3875,2.14,2.34
CIÊNCIAS CONTÁBEIS,MG,0,2012,3.02,3.22,3.25,3.68,0.86,CENTRO UNIVERSITÁRIO DE SETE LAGOAS,UNIFEMM,Privada,Centro Universitário,SETE LAGOAS,3.16,3.56,4.00,4.41,38,50,22,3167202,4962,3.90,3.01
CIÊNCIAS CONTÁBEIS,SP,0,2012,2.63,2.53,2.40,3.48,1.42,CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB,UNIFEOB,Privada,Centro Universitário,SAO JOAO DA BOA VISTA,3.26,3.47,3.00,4.09,35,76,22,3549102,1836,3.72,2.62
CIÊNCIAS CONTÁBEIS,RJ,0,2012,2.72,2.90,2.76,2.65,0.48,CENTRO UNIVERSITÁRIO SERRA DOS ÓRGÃOS,UNIFESO,Privada,Centro Universitário,TERESOPOLIS,4.41,3.20,3.00,4.43,35,83,22,3305802,480,3.69,2.70
CIÊNCIAS CONTÁBEIS,SP,0,2012,3.68,2.92,3.05,4.55,5.00,CENTRO UNIVERSITÁRIO DE VOTUPORANGA,UNIFEV,Privada,Centro Universitário,VOTUPORANGA,4.55,4.10,4.00,3.89,32,48,22,3557105,222,4.01,3.69
CIÊNCIAS CONTÁBEIS,SP,0,2012,2.40,2.96,2.49,2.50,0.51,CENTRO UNIVERSITÁRIO AMPARENSE,UNIFIA,Privada,Centro Universitário,AMPARO,3.44,1.65,3.00,3.85,10,24,22,3501905,1225,2.53,2.37
CIÊNCIAS CONTÁBEIS,SP,0,2012,2.78,2.66,2.45,2.50,2.72,CENTRO UNIVERSITÁRIO ANHANGÜERA,UNIFIAN,Privada,Centro Universitário,LEME,2.50,3.54,3.00,4.57,33,79,22,3526704,1045,3.95,2.76
CIÊNCIAS CONTÁBEIS,SP,0,2012,1.90,2.08,1.77,4.14,0.56,CENTRO UNIVERSITÁRIO FIEO,UNIFIEO,Privada,Centro Universitário,OSASCO,1.38,1.60,2.00,3.30,63,123,22,3534401,244,2.28,1.88
CIÊNCIAS CONTÁBEIS,PR,1,2012,3.39,3.21,3.21,3.53,2.88,CENTRO UNIVERSITÁRIO FILADÉLFIA,UNIFIL,Privada,Centro Universitário,LONDRINA,3.82,4.49,4.00,4.06,31,60,22,4113700,430,4.32,3.39
CIÊNCIAS CONTÁBEIS,GO,0,2012,2.67,1.65,2.06,3.85,2.51,CENTRO UNIVERSITÁRIO DE MINEIROS,UNIFIMES,Pública,Centro Universitário,MINEIROS,5.00,3.60,3.00,4.08,11,17,22,5213103,4396,3.79,2.66
CIÊNCIAS CONTÁBEIS,RS,1,2012,2.82,2.63,2.66,3.49,1.33,FACULDADE SÃO FRANCISCO DE ASSIS,UNIFIN,Privada,Faculdade,PORTO ALEGRE,3.37,4.32,3.00,4.29,23,76,22,4314902,2855,4.31,2.82
CIÊNCIAS CONTÁBEIS,RJ,0,2012,3.44,2.76,2.99,4.14,4.21,CENTRO UNIVERSITÁRIO DE VOLTA REDONDA,UNIFOA,Privada,Centro Universitário,VOLTA REDONDA,4.66,3.21,4.00,4.06,23,52,22,3306305,489,3.55,3.42
CIÊNCIAS CONTÁBEIS,CE,0,2012,2.63,2.40,2.37,4.36,1.45,UNIVERSIDADE DE FORTALEZA,UNIFOR,Privada,Universidade,FORTALEZA,2.42,3.25,3.00,4.71,81,108,22,2304400,555,3.83,2.61
CIÊNCIAS CONTÁBEIS,MG,0,2012,2.56,2.80,3.01,1.80,0.65,CENTRO UNIVERSITÁRIO DE FORMIGA,UNIFORMG,Privada,Centro Universitário,FORMIGA,1.80,2.97,3.00,4.70,26,52,22,3126109,3983,3.66,2.53
CIÊNCIAS CONTÁBEIS,RS,1,2012,3.01,2.62,2.81,4.35,0.89,CENTRO UNIVERSITÁRIO FRANCISCANO,UNIFRA,Privada,Centro Universitário,SANTA MARIA,4.67,4.44,4.00,4.83,48,78,22,4316907,426,4.60,3.01
CIÊNCIAS CONTÁBEIS,SP,0,2012,2.39,2.50,2.29,2.80,0.60,UNIVERSIDADE DE FRANCA,UNIFRAN,Privada,Universidade,FRANCA,3.05,3.19,3.00,4.24,104,274,22,3516200,496,3.61,2.37
CIÊNCIAS CONTÁBEIS,MS,0,2012,2.94,2.08,2.09,4.23,3.34,CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS,UNIGRAN,Privada,Centro Universitário,DOURADOS,3.97,4.20,3.00,4.77,169,357,22,5003702,673,4.43,2.93
CIÊNCIAS CONTÁBEIS,RJ,0,2012,3.16,2.85,2.79,4.63,2.78,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Privada,Universidade,DUQUE DE CAXIAS,4.63,2.87,4.00,3.79,92,244,22,3301702,472,3.24,3.14
CIÊNCIAS CONTÁBEIS,RJ,0,2012,2.72,2.38,2.38,3.83,1.90,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Privada,Universidade,SAO JOAO DE MERITI,4.33,3.08,3.00,3.77,35,98,22,3305109,472,3.35,2.71
CIÊNCIAS CONTÁBEIS,SP,0,2012,2.23,1.84,1.84,3.08,1.46,CENTRO UNIVERSITÁRIO ÍTALO-BRASILEIRO,UNIÍTALO,Privada,Centro Universitário,SAO PAULO,3.21,3.03,3.00,4.00,28,142,22,3550308,206,3.42,2.22
CIÊNCIAS CONTÁBEIS,SP,0,2012,2.32,1.67,2.29,1.79,0.58,CENTRO UNIVERSITÁRIO DE JALES,UNIJALES,Privada,Centro Universitário,JALES,3.21,4.57,3.00,5.00,18,33,22,3524808,1224,4.74,2.31
CIÊNCIAS CONTÁBEIS,BA,0,2012,2.52,2.00,2.11,4.00,1.96,CENTRO UNIVERSITÁRIO JORGE AMADO,UNIJORGE,Privada,Centro Universitário,SALVADOR,2.80,3.13,3.00,4.53,42,86,22,2927408,1185,3.69,2.50
